0,1
"What is five hundred and fifty trillion, one hundred and twenty-one billion, thirty-one million, thirty-seven thousand, seven hundred and sixty-five plus two hundred and sixty-two trillion, eight hundred and twenty-two billion, two hundred and seventy-one million, five hundred and ninety-six thousand, three hundred and sixty-one?","eight hundred and twelve trillion, nine hundred and forty-three billion, three hundred and two million, six hundred and thirty-four thousand, one hundred and twenty-six"
What is sixty-one plus sixty-two?,one hundred and twenty-three
"What is six thousand, nine hundred and sixty-nine plus three thousand, eight hundred and sixty-six?","ten thousand, eight hundred and thirty-five"
"What is nine million, four hundred and fifty-four thousand and forty-eight plus eight million, nine hundred and twenty thousand, three hundred and eighty-two?","eighteen million, three hundred and seventy-four thousand, four hundred and thirty"
What is thirty-two plus twenty-eight?,sixty
"What is six hundred and seventeen thousand and thirty-seven plus six hundred and thirty thousand, three hundred and thirty-one?","one million, two hundred and forty-seven thousand, three hundred and sixty-eight"
"What is twenty-two thousand, seven hundred and twenty-five plus eighty-eight thousand, one hundred and ninety-four?","one hundred and ten thousand, nine hundred and nineteen"
"What is two hundred and sixty-three thousand, nine hundred and ninety-one plus five hundred and five thousand, one hundred and twenty-six?","seven hundred and sixty-nine thousand, one hundred and seventeen"
What is sixty-six plus fifty-three?,one hundred and nineteen
"What is three hundred and sixteen million, five hundred and ninety thousand, three hundred and eighty-seven plus five hundred and fifty-five million, six hundred and sixty-seven thousand, six hundred and twenty-three?","eight hundred and seventy-two million, two hundred and fifty-eight thousand and ten"
"What is seven billion, eight hundred and thirty million, nine hundred and seventeen thousand, six hundred and fourteen plus nine billion, nine hundred and sixty-four million, two hundred and eighty-six thousand, five hundred and fourteen?","seventeen billion, seven hundred and ninety-five million, two hundred and four thousand, one hundred and twenty-eight"
"What is eighty-nine trillion, seven hundred and thirty-three billion, one hundred and ninety-five million, five hundred and ninety-six thousand, four hundred and eighty-one plus thirty-two trillion, one hundred and forty-six billion, nine hundred and twenty-five million, three hundred and thirty-three thousand, three hundred and thirty-one?","one hundred and twenty-one trillion, eight hundred and eighty billion, one hundred and twenty million, nine hundred and twenty-nine thousand, eight hundred and twelve"
"What is forty-nine billion, one hundred and twenty-nine million, seven hundred and seventy-eight thousand, six hundred and ninety-eight plus twenty-nine billion, two hundred and seven million, four hundred and fifty-five thousand, one hundred and eighty-nine?","seventy-eight billion, three hundred and thirty-seven million, two hundred and thirty-three thousand, eight hundred and eighty-seven"
"What is seven hundred and ninety-five billion, nine hundred and fifty-two million, nine thousand, six hundred and ten plus nine hundred and thirty-four billion, five hundred and sixty-four million, eight hundred and eighty-seven thousand, six hundred and thirty-four?","one trillion, seven hundred and thirty billion, five hundred and sixteen million, eight hundred and ninety-seven thousand, two hundred and forty-four"
"What is one hundred and forty-three thousand, five hundred and forty-nine plus eight hundred and thirty-one thousand, nine hundred and sixty-nine?","nine hundred and seventy-five thousand, five hundred and eighteen"
"What is five hundred and thirty-four thousand, six hundred and sixty plus two hundred and ninety-five thousand, five hundred and seventy-one?","eight hundred and thirty thousand, two hundred and thirty-one"
"What is eight billion, one hundred and seventeen million, two hundred and seventy-five thousand, three hundred and fifty-nine plus nine billion, three hundred and sixty-eight million, seven hundred and two thousand, two hundred and ten?","seventeen billion, four hundred and eighty-five million, nine hundred and seventy-seven thousand, five hundred and sixty-nine"
What is seventy-three plus ninety-eight?,one hundred and seventy-one
"What is two trillion, nine hundred and eighty-three billion, seven hundred and fifty-one million, nine hundred and sixty thousand, eight hundred and twenty-four plus nine trillion, three hundred and twenty-six billion, two hundred and sixty million, two hundred and fifty-three thousand, six hundred and fifty-seven?","twelve trillion, three hundred and ten billion, twelve million, two hundred and fourteen thousand, four hundred and eighty-one"
"What is two hundred and ninety-nine million, six hundred and sixty-eight thousand and fourteen plus four hundred and twenty-one million, five hundred and thirty-two thousand, one hundred and fifty-six?","seven hundred and twenty-one million, two hundred thousand, one hundred and seventy"
"What is four hundred and thirty-eight trillion, two hundred and eighty-three billion, seven hundred and forty-seven million, eight hundred and one thousand and eighteen plus five hundred and seventy-one trillion, three hundred and twenty-six billion, eight hundred and twenty-three million, eight hundred and eighty-three thousand, two hundred and seventy-six?","one quadrillion, nine trillion, six hundred and ten billion, five hundred and seventy-one million, six hundred and eighty-four thousand, two hundred and ninety-four"
"What is eighty-six million, eight hundred and four thousand, nine hundred and forty-two plus thirteen million, five hundred and ninety-three thousand, three hundred and fifty-eight?","one hundred million, three hundred and ninety-eight thousand, three hundred"
"What is ten trillion, five hundred and fifty billion, five hundred and seventy-nine million, two hundred and twenty-nine thousand, two hundred and twenty-one plus seventy-seven trillion, one hundred and twelve billion, five hundred and sixty-five million, five hundred and eighty-four thousand, five hundred and thirty-two?","eighty-seven trillion, six hundred and sixty-three billion, one hundred and forty-four million, eight hundred and thirteen thousand, seven hundred and fifty-three"
"What is six billion, three hundred and one million, five hundred and eighty-nine thousand, seven hundred and fifty-two plus three billion, nine hundred and forty-six million, one hundred and thirty-seven thousand, nine hundred and fifty-four?","ten billion, two hundred and forty-seven million, seven hundred and twenty-seven thousand, seven hundred and six"
"What is ninety-seven million, one hundred and twenty-six thousand, six hundred and ninety-two plus twenty-five million, one hundred and fifty-seven thousand, six hundred and forty-nine?","one hundred and twenty-two million, two hundred and eighty-four thousand, three hundred and forty-one"
"What is twenty-six billion, seven hundred and two million, seven thousand, one hundred and sixty-five plus fifty-eight billion, nine hundred and nineteen million, four hundred and seventy-one thousand, three hundred and forty-nine?","eighty-five billion, six hundred and twenty-one million, four hundred and seventy-eight thousand, five hundred and fourteen"
